"param_set_id","th_ROS_microbe","th_ROS_epith_recover","epith_recovery_chance","rat_com_pat_threshold","diffusion_speed_DAMPs","diffusion_speed_SAMPs","diffusion_speed_ROS","add_ROS","add_DAMPs","add_SAMPs","ros_decay","DAMPs_decay","SAMPs_decay","activation_threshold_DAMPs","activation_threshold_SAMPs","activity_engulf_M0_baseline","activity_engulf_M1_baseline","activity_engulf_M2_baseline","activity_ROS_M1_baseline","rate_leak_commensal_injury","rate_leak_pathogen_injury","rate_leak_commensal_baseline","active_age_limit","treg_discrimination_efficiency","mac_discrimination_efficiency","mac_rat_com_pat_threshold"
10,0.125321992290765,0.401735701103066,0.45342006021121,0.816070775903529,0.0710544717757283,0.0223157352445303,0.0730579199463883,0.182243358649872,0.622826355262008,0.542077215968818,0.76346992052095,0.986873826324474,0.770918296254287,0.439606490520178,0.410023126472416,0.465814830635546,0.461586643167911,0.0896479907791247,0.253858763765148,0.933323954193504,0.874696852171666,0.110569928465225,4,0.321958291276474,0.761365657490608,0.780341839055484
11,0.958825935935089,0.413305847563781,0.388816080196202,0.868468994539161,0.0781910307421815,0.000903340986896306,0.0642441404513977,0.0539108982050559,0.0381841891564662,0.186369416856905,0.960594443446863,0.667183245858806,0.779263448184985,0.808019359562104,0.673348857683036,0.251174260326719,0.385130845896981,0.344609662753681,0.0991401122790994,0.842967866632075,0.561633434141928,0.182417057950818,18,0.56320058756622,0.235467623022641,0.763277679989464
12,0.073939492093958,0.0672743666273542,0.718490221439931,0.870209262462158,0.0888272532951822,0.0853570663505578,0.0123900435344819,0.228805568745499,0.495113093283144,0.360481442621932,0.647460210297047,0.339857260326692,0.661796387521224,0.707297207210865,0.740033829562878,0.080940813842963,0.0776670126158046,0.432823045823141,0.0606633452737704,0.909675021949783,0.534276770269324,0.141916999330907,29,0.205469245304982,0.826580394049594,0.994344968317973
13,0.989153124888218,0.314100262071122,0.0915200188186951,0.905292637174006,0.0610316364898151,0.081802247948762,0.0510678587081814,0.20786773435527,0.221829687539628,0.966458158527594,0.191260632546456,0.580115878697787,0.329203544010804,0.461047723683505,0.698335280255717,0.178076185165043,0.0481017320882645,0.417512211152178,0.0113805599247338,0.695879529590404,0.548630562816432,0.201415045449982,22,0.814430499688326,0.102090444367006,0.563972927698668
14,0.648837174718757,0.320922741054883,0.594296162267216,0.610946806388348,0.0576901418216228,0.0889492427058248,0.0696331938107991,0.803069342733757,0.741125754714757,0.555705698792869,0.700213291456853,0.616447882751818,0.159582405418972,0.405165692487266,0.879047573655401,0.140648230470158,0.214076093024574,0.0588021522155497,0.0131212390419561,0.788955773776281,0.93853168051911,0.0195746815663821,21,0.472669077188033,0.567961380514223,0.992245963722351
15,0.585144941788446,0.0143272179852705,0.933642453921889,0.65146027179095,0.00670725857420359,0.0656156347012427,0.0931357308722008,0.538499411894986,0.317285805364815,0.774668225050462,0.783028799499734,0.773599839683506,0.775843079655245,0.866743976824987,0.0833375377050601,0.473368526629067,0.0197832349979551,0.285793528732169,0.306049105543504,0.529002033694519,0.771864146369137,0.0709739684311906,11,0.522554187468672,0.177109717506589,0.90354266317233
16,0.47112928470734,0.509672060600715,0.0560997276205802,0.797784744003229,0.108952080364826,0.0589014411250111,0.0377112707989728,0.710362845259672,0.55758914368269,0.75259402415948,0.88444943494061,0.00194073897122871,0.552396317792754,0.453882387597836,0.960450449083908,0.496464494763152,0.122359384258604,0.497159941483638,0.37754187438949,0.74272703985885,0.9878090502023,0.101989392465365,11,0.302973532872414,0.770538755615754,0.570535929758905
17,0.61301339596156,0.751713035588223,0.549646735907556,0.841263535265438,0.0639602221238594,0.039540772148489,0.0417771959242886,0.679562210262218,0.105804437061469,0.440217920762138,0.357916309386794,0.853084819232975,0.260225007081032,0.126825626456132,0.647339621807262,0.0301513894662494,0.246306886211247,0.357304509861139,0.450568532990199,0.603130056208896,0.501252422704489,0.147562093390274,14,0.709082163361483,0.246864719891059,0.990333798383374
18,0.717794484641147,0.276673659542995,0.442047739125602,0.874279927108367,0.0855229727121899,0.0839190616565198,0.115468302056042,0.664195075351698,0.265019262736687,0.981649312950531,0.99619685507454,0.743613368206215,0.289191470273025,0.662765894782962,0.936054934039409,0.0404745751007926,0.049364321914746,0.144273396003165,0.43955461424588,0.848009805714281,0.871865296559478,0.00368695651974413,16,0.805554508082196,0.350084477769886,0.723915961516427
19,0.8526902887339,0.31816977141269,0.743682754158345,0.933553911459353,0.116576884363362,0.0103630392061779,0.00682696035988536,0.885849744536448,0.987435734155914,0.672129174594581,0.889102824947098,0.103883560748259,0.830799738521618,0.828880036150082,0.610052214948554,0.0480665971109178,0.119644427207159,0.0929110281139612,0.391660566580622,0.934026312129537,0.502745325705654,0.0605493589259859,21,0.438707178989286,0.421627336607082,0.570743538124382
20,0.494145934797241,0.227008338449616,0.944160499326489,0.842701500871358,0.00555762394983508,0.033312443614617,0.0547411410106709,0.408267954795319,0.0467337318398058,0.951281985725043,0.398659396083863,0.698333994295332,0.26570112457783,0.851896103419503,0.73726307064991,0.46891181706246,0.256406538230577,0.109356490976759,0.341274477365741,0.523291189503937,0.585549877480755,0.0261601505284256,7,0.226858816485573,0.546644217366213,0.914251470437844
21,0.476497887586732,0.353873151758895,0.0699093083579326,0.87626523503263,0.0280879708366971,0.0200284512916189,0.00843504058551695,0.564934850623319,0.228851152820559,0.736078865131829,0.62257463632673,0.628703190536378,0.0664091368690832,0.351682508195168,0.656649427645351,0.276601507337205,0.114720820596768,0.246625000528083,0.0273595650639967,0.833420182824787,0.746690683343238,0.0534128405977506,16,0.695996340362122,0.88752282132036,0.531236445229151
22,0.948011013205629,0.583407293506176,0.605618246870837,0.630919709986239,0.0464188468423812,0.0969617962447861,0.0553643308891598,0.993236288360716,0.841199154801667,0.0538546452372102,0.530688888102188,0.267275331736379,0.485100435015676,0.424323530998756,0.989142270718864,0.454416855940211,0.24848567478538,0.257254380392388,0.344137917902693,0.52425816770544,0.938241340207367,0.214966438482393,23,0.0860941749842605,0.351264325926523,0.874730176419904
23,0.664449905027635,0.745714378998266,0.842301469093445,0.798292940202949,0.0950757739583692,0.0449890615063403,0.00145818339828216,0.327387625686685,0.195742921511945,0.857243799218652,0.916771721226536,0.892955510763568,0.935820576380845,0.171213185250596,0.0118720215591602,0.29527105928394,0.464472302503907,0.401644943006162,0.193310838714906,0.813407907947816,0.876034493614722,0.164271555503091,6,0.144303283032193,0.286888653977378,0.55751705003063
24,0.118086767799477,0.51756114070511,0.155757522999821,0.98865134418736,0.0969906929010367,0.108401459350146,0.0788817149430821,0.339909132965631,0.0561155536514008,0.553777139120409,0.130057860333193,0.237245468891854,0.071543124972214,0.225278893086174,0.547617941983487,0.24991769380311,0.426754857858049,0.0846261919402634,0.0867616539490758,0.607243701735104,0.538850077393907,0.214144839345763,5,0.285095387300523,0.0799059257616755,0.594372300278803
25,0.63799823327323,0.900920568456664,0.62696929451148,0.805092815401289,0.0165690810778225,0.00960278329240624,0.0896667917784099,0.70575717350354,0.394859170261491,0.666792364794505,0.643540136882826,0.703046677476121,0.364202748601604,0.605776670562592,0.898168926197127,0.491332214493176,0.451718463860673,0.0407004383404157,0.2316082341798,0.635259580286534,0.766523611859453,0.146709708312876,23,0.713999722505268,0.510197721336293,0.86014973709397
26,0.860390674871951,0.253811459259246,0.117362293303991,0.954022213710437,0.113670771068838,0.000287456351210363,0.0708003780029928,0.32205994114026,0.106731816058699,0.119065078267572,0.503649516095524,0.247631508314726,0.766573521468206,0.936931094953627,0.0342680445466423,0.39736930481965,0.282145580163843,0.367644971798162,0.264879036132991,0.872298995891889,0.776049068087351,0.224540970425651,19,0.770013695568522,0.439993843338313,0.562426111343328
27,0.810248244272615,0.0391379455402261,0.453881230622507,0.571408679273154,0.0178961244877372,0.11419022593787,0.0515577588456161,0.886391068382864,0.0656864937662845,0.0626316817181883,0.360485487717693,0.661038028723048,0.801728631761158,0.646688381533162,0.258111584785813,0.411196325128374,0.375830094783066,0.243664860732411,0.483718897940405,0.705074338781065,0.921395089647733,0.0259603201385238,7,0.744955436073779,0.993363881396735,0.80181207133712
28,0.471502132156934,0.93688754768786,0.47518529566715,0.930460380206525,0.00553962083145417,0.0687748813770628,0.0695874531552885,0.550254284398956,0.930636391918384,0.34129289406247,0.124029779126099,0.984725533610838,0.988075542956078,0.280124615848949,0.807516916160658,0.442993263478531,0.469720387845719,0.376803559160477,0.111254121650301,0.724776644250145,0.793924121451029,0.107586109967745,18,0.706988837677357,0.51535589266743,0.715198626625678
29,0.286829145422671,0.602132275010017,0.575968632518523,0.625649977585836,0.113323133643838,0.106126924194555,0.0975997189638996,0.567445937537099,0.2312457438129,0.783345620973734,0.589031607922725,0.96249014786391,0.121047776157665,0.391617412291584,0.903168293695338,0.227483202595287,0.176124043311074,0.188111485661147,0.493616271588299,0.597436025750905,0.653494287379051,0.170493934243312,8,0.351775193010923,0.682234873317485,0.817535519214289
30,0.201957397980895,0.221277255190932,0.469448338146391,0.951292672905419,0.0960956454256056,0.10421323305869,0.118512549055262,0.0125053205534816,0.834274287356855,0.807884850838245,0.958383937020972,0.548670203516679,0.49592729069558,0.509957628512033,0.606320617964142,0.425161371411197,0.417448335600435,0.435865842995828,0.378649807851308,0.618915171125147,0.614273394422245,0.21992681469653,25,0.710079069043696,0.518298411147459,0.700231240894378
31,0.0717197532368125,0.6096923756595,0.377643203985761,0.821130196951982,0.0543861965992497,0.0276558789074589,0.0323959681296581,0.403600298761413,0.961644609890319,0.907483100440493,0.775207222660445,0.0308918798902305,0.715401296776533,0.694783245348558,0.861449552714732,0.0609543432317441,0.0410407374650007,0.160895269818022,0.10290043945756,0.98290435536704,0.938133726844564,0.2004366996639,23,0.5763027335227,0.555568220309075,0.54519094824366
32,0.721489196384116,0.114778594304528,0.970685631201393,0.784569222763996,0.116233072952027,0.089400805686079,0.0375949696198488,0.62567484388242,0.119146765225101,0.308135582932411,0.387719392596185,0.002950718863355,0.595207636767579,0.856350511020352,0.387591937087011,0.349752800242358,0.424692292692512,0.458988517072226,0.160575403405807,0.894962444123393,0.88160260118118,0.0881894795396191,19,0.0656375391967828,0.546526751707168,0.924063061780343
33,0.926717079146043,0.966551245003496,0.578206058224756,0.869670170248696,0.0902130571102928,0.0519144413847104,0.0508935004150411,0.679052054265514,0.255625663300441,0.481157730005588,0.20963008723848,0.766815640268452,0.499588582585123,0.325514870953443,0.885049828732573,0.399979960219807,0.0872167732016183,0.489316182464175,0.165110484275152,0.742108304869861,0.50892721848283,0.183159030518902,27,0.0599001783656655,0.0487938319298206,0.831906796716421
34,0.0910339156446513,0.281033747246931,0.698503389999969,0.933659549762029,0.0235352107787551,0.107230009166068,0.0842472162449816,0.694904752956866,0.558555612350139,0.14570826302499,0.63053071280797,0.924283789959503,0.622611230771826,0.170529145047045,0.6155435088292,0.479245702741342,0.171715628149605,0.401099975397461,0.114829143016227,0.789699501719349,0.523145681605057,0.129160717205179,7,0.708372427240596,0.379288025699952,0.955949218251347
35,0.686463431341853,0.500629544485267,0.189451947558671,0.757357173882658,0.0476319669840513,0.0952436581402346,0.0833767986775646,0.840492362860613,0.23800107775433,0.176227199498215,0.677515004928643,0.882129365711659,0.929472807134176,0.943536381719424,0.96785064865402,0.0485841727851075,0.267033187121956,0.366715667572035,0.0870228154225508,0.579167384229344,0.640751874628093,0.127520794945979,7,0.230982338053733,0.646007359583932,0.569869843134121
36,0.389381134258001,0.508099591461802,0.398761101356032,0.620631716978329,0.0632390646613939,0.115383690754867,0.0012744678756427,0.00811475602895953,0.125124018103932,0.588663200522889,0.282226099055284,0.56046514854487,0.915186016908847,0.964561973952455,0.339926034332626,0.264280118640349,0.435408723261941,0.310064199961885,0.331099657328392,0.94258394165996,0.796937245208642,0.221562766812544,7,0.42388806395221,0.211907468182337,0.875341357009078
37,0.0830128309776774,0.171982205412025,0.0230095261167502,0.997010037990299,0.0213934354010168,0.0410690291813454,0.0471287072963873,0.462376416974911,0.248351364259259,0.946507653231407,0.351875168635952,0.388408270627866,0.141727457426349,0.000357288819365203,0.0426725199866109,0.427110542926891,0.0428352810056764,0.336205629764881,0.453064901055943,0.777249014881649,0.609055206857272,0.0408807854660088,9,0.104577160242316,0.0461122318835231,0.789596619779151
38,0.514775573757989,0.0414221818078309,0.658929887545295,0.953080368383089,0.00300374303621426,0.0176484844611101,0.0376871177805271,0.966441116920323,0.0120932656508638,0.928699808169319,0.918438788688136,0.957809473475907,0.0856873647052795,0.743596066948399,0.519842221357534,0.322919313754758,0.0451523976277676,0.462471076744085,0.182063107867457,0.617514573945827,0.716599891522084,0.0893167845108197,29,0.293866167719942,0.441012078941567,0.722777928755165
39,0.523498020528047,0.837293583507789,0.973361307306681,0.696787977509899,0.0921127193289287,0.0760296685186839,0.0716406656400505,0.017247042526654,0.415219314475101,0.241806734358775,0.04930879551291,0.74980268519239,0.613590131181385,0.443996712565236,0.797193894514441,0.0396095911830897,0.252523377861257,0.236451472795487,0.222772686859313,0.506695310882607,0.628221983552049,0.126372674466734,11,0.102070867728582,0.358196334327618,0.918067689142306
40,0.927589257507795,0.17119959322717,0.762678841122799,0.568088506002421,0.085003583281545,0.00653364910897147,0.035915019738338,0.321441246339306,0.460263185474207,0.616819609286915,0.646956544465315,0.564641525239963,0.604758671696135,0.258327279849187,0.763366448770533,0.11010972575543,0.280103380713949,0.30948226850176,0.313497571672755,0.508350421372498,0.957482484454662,0.129876440402429,13,0.0169707908279961,0.989857179718674,0.553655637418944
41,0.370006285001081,0.010062484666286,0.499220644964557,0.654856807467679,0.0871801019445509,0.11149329289177,0.094247122136143,0.886787270052591,0.108227419386688,0.223004201101628,0.227934786971356,0.0721842734986218,0.542018325665477,0.796700424736505,0.54141573093324,0.331773286154633,0.00324548840913922,0.394673950350517,0.183951675992494,0.915896867985115,0.876729653333256,0.188777603902761,4,0.159612259764574,0.905772224705969,0.867956327904051
42,0.375738406020938,0.723050978832087,0.61410088552935,0.941494131122693,0.0203981970476126,0.0366889405407412,0.0457108067905717,0.653462507593073,0.408859947067755,0.75837891438785,0.960968061884795,0.375543730849307,0.888940491051902,0.703607373905787,0.76802113558189,0.468886233534897,0.294521270835877,0.107980245606473,0.174830996485276,0.86306739036981,0.872190891090035,0.114203045660543,12,0.353786282244837,0.184705304287397,0.660480911631312
43,0.729047139770584,0.65068041775045,0.119706909510959,0.664605618620443,0.093140603542476,0.0744352548717801,0.0118819199695056,0.0835337810347555,0.494431754390057,0.728583689123415,0.307907313339296,0.846234414326446,0.0502238160794135,0.729663459222577,0.904944552269275,0.131588648415811,0.0275742996643996,0.0992172013396164,0.467720135908003,0.611441596445756,0.890565652483236,0.227395430365461,12,0.767391791834449,0.55486307762072,0.715421416969318
44,0.381034807546507,0.859303074727207,0.854066665244289,0.957785622334236,0.114715532700218,0.0790867901841151,0.0538702553227181,0.926513017336722,0.280137403613864,0.505008431258774,0.776444530103914,0.132231835781806,0.207447031225846,0.749504994946183,0.881872858441272,0.359491236293188,0.252178501802671,0.32944601694931,0.00850473189965123,0.694857217087259,0.842895544060436,0.0401711377889151,17,0.692343071886338,0.436646979139792,0.82888383964597
45,0.181911259466084,0.503588952188497,0.874905540142022,0.91929990212468,0.0104166782170823,0.0763138155325139,0.0704401578777786,0.760791414298653,0.742960120922211,0.521069922096073,0.765421118180198,0.0438964060963364,0.842582947316626,0.795344067724538,0.812049178776308,0.140395371137373,0.321638108527579,0.465698944984563,0.27033557961256,0.732867533759843,0.649095620028593,0.204260217886488,11,0.298913588190102,0.87522582995859,0.651843702113174
46,0.123037391516916,0.776858753511775,0.450326883344911,0.749613938765705,0.00558882855057064,0.073467808419602,0.0873633673885586,0.218239559041872,0.0224949178752722,0.32629916003407,0.945902110775141,0.578604348965664,0.177614129375783,0.766005462754495,0.703994939543284,0.288047278677323,0.143947554617678,0.162071864097111,0.131036859901948,0.695993542311108,0.996621983421384,0.155030218745768,26,0.937804134392622,0.764926511871349,0.653406379628868
47,0.540763973677089,0.122733346824907,0.896954091648432,0.792958434001263,0.0983489968818566,0.0369216947454438,0.0420014132647505,0.651227875008411,0.92137747573459,0.686095669191983,0.977627761886362,0.585386755308509,0.934772016421193,0.431942756271758,0.661910222549969,0.310339747211139,0.00793109659453621,0.389110760250245,0.400353461697826,0.781763226982288,0.976770032539219,0.121983619569417,28,0.336295245114947,0.621077459031367,0.666435207674548
48,0.325192851257068,0.503818582539889,0.65774338804658,0.565434989151044,0.0333724847103702,0.0216057157634944,0.0738824421210783,0.141744408027036,0.304515501150046,0.760213855525572,0.627016404413618,0.170379504425498,0.0332583419794217,0.93451636262706,0.197554370936891,0.46395494779204,0.0268751263318816,0.200325089972571,0.361436686166795,0.810802737567481,0.906360109541484,0.0239803000389889,22,0.13151561003644,0.313345125268307,0.928183710257511
49,0.135106710275845,0.756147152539575,0.687340581152868,0.684888811428822,0.0761006597602135,0.0150821698404299,0.0995394055055743,0.996547754810588,0.547508965594787,0.897521279992419,0.957166103909351,0.435350880175293,0.0608193573755445,0.389184481047047,0.589367907182383,0.494811830815813,0.328189669027273,0.274508185554738,0.147379966360237,0.504509096699674,0.804463206356554,0.208888516107877,19,0.178136138842511,0.746958561153873,0.992761808417819
50,0.927340551596484,0.8318312582643,0.281067948597297,0.985663266232726,0.0467375081076873,0.104823069242952,0.107360571009577,0.964265206528292,0.764063683230849,0.316158016054309,0.706500292469654,0.928856038409425,0.900488044888712,0.47408491415754,0.0235942388324533,0.161762311711942,0.319302661825449,0.362357081738312,0.22665450994987,0.764672967791685,0.572080832052091,0.198208494552708,29,0.957384269266552,0.909213728659181,0.6070650297774
51,0.231187072350876,0.155268693439104,0.734529222089704,0.938780248817953,0.00361938763382658,0.018399545444333,0.104004740228584,0.664740676669381,0.946653763321671,0.642215580397612,0.631158535189158,0.120359222857957,0.624374647843838,0.224109044266655,0.862340627446794,0.205207094791962,0.382223572014691,0.36791991347532,0.241793685225968,0.686832144670631,0.557113284419244,0.145397033142432,9,0.297759909296129,0.254569470524485,0.644553160294099
52,0.539256381088193,0.448968597534532,0.270455775938625,0.928258118386997,0.109677983966751,0.0669918854877558,0.0194476361174947,0.699852472699643,0.974269804351288,0.839030031636846,0.354771103350353,0.473037276228028,0.51549924621922,0.398485283020232,0.0654492027154891,0.0217568943054182,0.238746975881665,0.313107547919033,0.00859481140283169,0.907957640670356,0.620562237176637,0.125212949694227,10,0.440470803045551,0.706981484135753,0.699054914394568
53,0.174321598915686,0.887050198879861,0.141068252189807,0.507407279773522,0.0304775248624552,0.0298436294675684,0.0941385000999598,0.272167934589437,0.704677476387448,0.45414761827339,0.880063658433058,0.477271906891908,0.175302185037802,0.45599373362537,0.656225783990463,0.0550011080532102,0.235717830228293,0.309419547921361,0.0478688565202989,0.856538688478386,0.784838741651352,0.156239882567246,21,0.0393516753998585,0.203670269738138,0.755084385908279
54,0.200882525937771,0.9525510510789,0.149647780348547,0.834802411080652,0.101714091882706,0.113397897047728,0.0649243018881166,0.535920108340797,0.625962872135732,0.347646652123728,0.56597420941384,0.332349583520461,0.259634399313969,0.0917977396886796,0.674161900517694,0.254817933640559,0.286242763774889,0.000852737583417911,0.0236646796888788,0.981862769232038,0.814872035860969,0.0259817449729366,19,0.242717813244252,0.960206786391069,0.793460670893569
55,0.683798869681358,0.121924635327514,0.716592536718096,0.643708033018361,0.0535515664383564,0.0934342874885034,0.000527579510509036,0.957093241982232,0.292330042753764,0.21906938919439,0.112511485354626,0.976349428555812,0.581713166964822,0.80147285849005,0.603195247329585,0.291665920039348,0.292690677462716,0.104929541326175,0.493159069075016,0.722607092967222,0.988883946976822,0.1970688144429,28,0.757266025153827,0.9678475950283,0.60954481669591
56,0.456463821210898,0.451236757990276,0.195213393179933,0.991483454944787,0.003468268969886,0.067983239642174,0.106893485379182,0.978851835739263,0.069610453520203,0.340552480889414,0.329720209574001,0.326369051941182,0.379782749462384,0.00224834401404951,0.492027157202736,0.0699552029140992,0.311045546830667,0.414744088749448,0.257618593106174,0.564537682068441,0.560324627999193,0.0359209726627567,20,0.975204086501151,0.292278806488262,0.844121346204518
57,0.607760297004692,0.343410285967961,0.70455352956485,0.856845843780436,0.04242443510067,0.00833216324322671,0.0204885219572922,0.163524138341355,0.170349527777825,0.627705908482079,0.492336829087161,0.743032515341719,0.69292788685332,0.359237214251887,0.514350327007263,0.195032530992606,0.2527491150246,0.307923793148715,0.161700740355614,0.523640988800849,0.935108897337224,0.129657915256149,3,0.516469123000558,0.880623330481118,0.854750463526393
58,0.841914887253265,0.911907125835586,0.225504885004926,0.579340257104114,0.0324312220884422,0.097106301581366,0.0342374906905498,0.338122601557663,0.816000475563435,0.821001471707155,0.14805600910713,0.570853408923373,0.857116777766403,0.408055547082634,0.95888451605232,0.341439205761347,0.489485422177042,0.00713121074698865,0.352039175724157,0.534197630505566,0.572556603810494,0.0577153575878881,23,0.352657498141821,0.263798842626018,0.779542823348555
59,0.622119943471672,0.355870559655805,0.918130514536891,0.737524953650206,0.0457284656293485,0.0408174279641854,0.110683797863762,0.624725592407701,0.554598800529679,0.0210379360580584,0.673201767796022,0.0694146482175682,0.973398237915617,0.415763904506387,0.122353985212906,0.211086937142303,0.458328110155859,0.373302769810508,0.00945871484045638,0.689748161995818,0.926252747437533,0.152695808925194,23,0.464154518777132,0.148239837696566,0.563118814584147
60,0.174527165757283,0.54739340758184,0.589225341209839,0.55173203772537,0.046809712921408,0.0250634600245524,0.0866745949290823,0.992767507839482,0.489638049230329,0.028858528772532,0.995105086297565,0.972644924524985,0.155539477778878,0.64728666871998,0.740139006214426,0.498520895049325,0.27528124536114,0.0654788245210424,0.181528473972983,0.556222003573924,0.847228076514369,0.0366412637356902,10,0.871220160904783,0.553711946835206,0.992367191224685
61,0.426837986950227,0.265471001839754,0.251817956737569,0.51631098514531,0.00420265919623151,0.0013759548011357,0.114414193492494,0.385958234507428,0.939017132248287,0.399049805515748,0.415716462886799,0.0928057986633852,0.562227214686736,0.790004846369964,0.662157662408426,0.46794924561315,0.0619243223506026,0.386866421207157,0.063820032934926,0.923415244388673,0.692900554948871,0.100729656718648,19,0.066145708628255,0.182332022601133,0.666350888516032
62,0.16206265982145,0.89129687954539,0.756161228669411,0.780709948894614,0.0847868696706193,0.0830146133421008,0.0243635585216582,0.267157051648502,0.451811175850616,0.781059700756636,0.759170979464427,0.771703094831412,0.998521940549603,0.893784190470516,0.489090120727615,0.226792431531742,0.0313220860919682,0.173915077771747,0.073662658272055,0.568200304938562,0.947474310196203,0.122104284715356,25,0.200801558293519,0.834755299876793,0.569545806840388
63,0.0271298667247174,0.0533922314823372,0.601230057648919,0.884079693266528,0.00770298482008651,0.0796377627288038,0.0537506093843244,0.305489818624337,0.596599762056884,0.269866331781493,0.698131348185637,0.404071748895757,0.237428138411534,0.167715714650159,0.575989473486366,0.493946684319188,0.40312230430526,0.432346023648733,0.0133960484949872,0.718783650965418,0.50695257217394,0.219497737695626,4,0.175440675993683,0.0678071392900776,0.675509757351386
